,title,context,question,id,answers,document_id,__index_level_0__
319,나치 독일,"나치 정권 초에는 독일은 국제적으로 고립되어 있었고, 국방력은 베르사유 조약 때문에 크게 약화되어 있었다. 프랑스, 폴란드, 이탈리아, 소련 등 주변 주요 국가들은 모두 히틀러 치하의 독일이 성장하는 것을 경계하였고, 폴란드는 프랑스에게 독일의 성장을 꺾기 위한 예방 전쟁을 독일에게 선포할 것을 제안하기도 하였다. 당시 파시즘이 득세하고 있던 이탈리아는 독일이 발칸 반도와 오스트리아 지역에 영향을 미치는 것을 반대하기도 하였는데, 이는 이탈리아의 지도자 베니토 무솔리니가 그 지방들을 이탈리아의 핵심 요충지로 여겼기 때문이었다.\n\n1933년 2월에는 히틀러가 공식적으로 재무장을 시작하여야만 한다고 밝혔다. 이를 위해서 독일은 점차 베르사유 조약의 내용들을 위반하기 시작하였고, 그 해 5월 17일에는 국회에서 세계 평화를 바란다고, 또 미국의 대통령 프랭클린 루스벨트가 제안한 것을 받아들여 만일 유럽의 타 국가들이 무장을 해제한다면 독일도 무장을 풀 용의가 있다고 밝혔다. 당연히 다른 유럽 국가들은 이를 거부하였는데, 이에 히틀러는 10월에 국제 연맹과 세계 군비 축소 회의에서 탈퇴하였는데, 주 이유는 오직 독일에게만 적용되는 재무장 금지 원칙은 불평등하다는 이유였다. 그 해 11월에 치러진 국민투표에서는 95%의 국민들이 독일의 국제 연맹 탈퇴를 지지하였다.\n\n1934년에는 히틀러가 군대 지휘관들에게 최소한 1942년에는 동부 국경에서 전쟁이 일어날 것이라고 밝혔다. 1차 세계 대전 이후 약 15년 간 국제 연맹의 통치 하에 있던 자를란트주는 1935년 1월에 주민투표를 열어 독일에 편입되기로 합의하였다. 1935년 나치는 베르사유 조약을 파기하였으며, 독일 재군비 선언에 따라 불과 10만 명으로 제한되었던 독일의 병력이 급속히 확장되었다. 또 군수업자 프리츠 토트(Fritz Todt)의 책임 아래 미국의 뉴딜 정책을 모방하여 대규모 공공 사업을 계획하여 다임러 벤츠(Daimler-Benz)나 크루프(Krupp), 빌리 메서슈미트(Willy Messerschmitt) 등 군수 산업의 확대와 아우토반의 부설 등이 행해졌다. 1935년 3월, 히틀러는 새로운 독일 공군을 창설하였고 독일 국가방위군을 55만 명으로 늘렸다. 한편 영국은 1935년 6월 18일에 영국-독일 해군조약을 맺어 독일이 해군력을 증강시키는 것에 찬성하였다. 나치는 경제 정책을 독일 국립 은행 총재와 경제 장관을 겸임한 얄마르 샤흐트에게 위임하였다. 소비재의 수입 제한과 수출 증가를 도모하기 위해 독일 국립 은행은 고액의 융자를 산업계와 개인에게 주었다.\n\n이탈리아가 에티오피아를 침공한 것이 영국과 프랑스의 미온적인 항의를 받는 데에 그치자, 히틀러는 자신이 무슨 일을 벌여도 영국과 프랑스 등의 강대국들이 함부로 제지하지 못할 것이라는 자신감을 가지게 되었다. 1936년 3월 7일, 히틀러는 3천 명의 병력을 세계 대전이후 무장해제 되었던 라인란트 지역에 보냈다. 이는 베르사유 조약의 내용 위반이었음에도 불구하고 영국과 프랑스는 딱히 반응이 없었는데, 이는 라인란트가 전통적인 독일의 영토였고 자국 내정에 간섭하여 전쟁의 위협을 감수할 필요가 없다고 생각했기 때문이었다. 3월 29일에 치러진 선거에서 나치당은 98.9%에 달하는 압도적인 지지를 받았다. 1936년에는 히틀러가 일본 제국과 방공 협정을 맺었고, 이탈리아의 무솔리니와 동맹 협정을 맺었다. 이후 이 협정은 '로마-베를린 축'이라고 불렸다.\n\n히틀러는 스페인 내전에서 독재자인 프랑시스코 프랑코 장군을 군사적으로, 물적으로 지원하였다. 독일의 콘도르 군단이 이 내전에 참전하였는데, 이 군단은 1937년에 도시 게르니카를 완전히 박살내버리는 참사를 저질렀다. 1939년에 이르자 프랑코가 이끄는 군대 세력이 승리를 거두었고, 스페인은 나치 독일의 비공식적인 동맹으로 자리잡았다.",나치의 정책 중 경제 분야를 맡긴 것은 무엇인가?,mrc-1-000048,"{'answer_start': [1190], 'text': ['얄마르 샤흐트']}",7900,31
320,공박,"공박에서 할 수 있는 캐릭터는 기본적으로 4명이지만 2008년 4월 신규 캐릭터 레이나를 업데이트 하였다. 그러나 레이나는 보조캐릭터(일명 부캐릭)에서만 생성이 가능했다. 다음은 공박에서 플레이 할 수 있었던 캐릭터 정보이다.\n\n*김장철 : 18세. 공격형-밸런스 캐릭터. 가장 무난한 스텟을 보유하고 있으며, 어느 포지션에서도 쉽게 플레이 할 수 있는 장점을 가지고 있다. 수련하러 떠난 아버지를 찾고 있다.\n*안지수 : 18세. 수비형-밸런스 캐릭터. 레이나가 등장하기 전까지는, 공박 캐릭터 내에서 홍일점을 담당하였다. 동갑내기인 김장철에게 호감을 가지고 있지만, 직접적으로 드러내지 않는다. 정확성이 가장 좋기 때문에 주로 도움수나 수비수에 적합한 캐릭터.\n*나영민 : 12세. 수비형-스피드 캐릭터. 재벌 그룹의 아들이라는 컨셉을 가지고 있으며, 예의가 없는게 특징. 그러나 미모의 여성이 안지수라는 것을 알아내고 그녀를 위해 모든 것을 바치려고 하는 올인형 타입. 모든 캐릭터를 통틀어서 가장 빠른게 특징이라 수비수에 가장 적절한 캐릭터지만, 공격수 역할을 하기에는 파워가 약하다.\n*조덕배 : 34세. 공격형-파워 캐릭터. 전직 프로레슬링 선수. 캐릭터 중에서 가장 연령이 높다. 파워가 가장 좋기 때문에 공격수에 가장 적합한 캐릭터지만, 그만큼 스피드는 가장 느리기 때문에 수비수로 넣기에는 답답한 캐릭터.\n*레이나 : 20대 추정. 공격형-파워 캐릭터. 보조캐릭터에서만 생성이 가능하며, 파워가 좋기 때문에 공격수로 성장시키기에 적절한 캐릭터.",2008년 4월에 새롭게 소개된 캐릭터가 공박에서 공연하기에 적합한 위치는 무엇인가요?,mrc-1-000685,"{'answer_start': [747], 'text': ['공격수']}",35134,438
321,환상의 명반 해방동맹,"중고 음반을 모으던 만화가 네모토 다카시와 음악 평론가인 湯浅学, 디자이너인 船橋英雄 세 명이 82년 봄에 절판수평사(廃盤水平社)라는 이름으로 결성했다. 슬로건은 ""모든 음반은 턴테이블 위에서 평등하게 플레이되어 자신을 표현할 권리를 가진다""로 일반론, 도덕, 윤리등에 얽매이지 말고 인간의 생기를 담은 노래를 저변에서부터 모아내어 좋은 표정, 좋은 노래를 해방시키자라는 생각으로 만들어졌다. ""평등하게 듣는 귀를 갖자. 음악에 귀천은 없다. 동정도 동조도 필요없다.""\n\n상업적 성공과는 거리가 멀어 절판의 길로 들어간 개성넘치는 일본 가요를 소개, 복각해왔다. 종종 과잉에 가까운 정보를 넣는다거나 湯浅学의 충실한 해석이 담긴 라이너 노트가 들어있는 것이 그 복각의 특징이다.\n\nP-VINE 레이블에서 ""환상의 명반 해방동맹""의 이름을 걸고 컴필레이션 음반 시리즈를 만든 이후 EMI 뮤직 재팬, 테이치쿠, JVC 켄우드 빅터 엔터테인먼트 등의 레이블별로 대형 레이블까지 넘나들며 만들었다. 이 시리즈 중에는 5000장 이상 팔린 음반도 있어서 절판 편집음반으로는 유례없이 많이 팔렸다는 평을 받았다 \n\n1987년 한국여행기 ""딥 코리아""를 동맹 명의로 발표했고 이후 출판사를 바꿔가면서 계속 증보출간하여 최신판은 600페이지를 넘는 두꺼운 책이 되었다. 한국의 민주화 이전에 보여지던 일상의 사소하고 생생한 것들을 웃어보자 대한민국이라는 컨셉트로 다룬 책이다. 青山正明는 속죄의식이 담겨있거나 경직된 일본의 한국관이 드러난 책들이 가득한 일본에 숨통을 틔워준 책이라며 높게 평가했다. 또 한국에서 한국에서 천박한 음악으로 인식되고 있는 뽕짝을 일본에 소개하여 이박사 붐을 만드는데 일조하기도 했다.\n\n해방동맹이라는 명칭은 부락해방동맹에서 그 이름을 쓰지 말라며 CD 출시를 방해받은 적도 있고 미디어에서도 명칭은 잘 언급되지 않아서인지 그들이 해낸 일들에 비해 세간에는 별로 알려지지 않은 언더그라운드적 존재이기도 하다.",한국에서는 주목받지 못했지만 일본에서는 붐을 일으켰던 음악 장르는 무엇인가요?,mrc-1-001448,"{'answer_start': [812], 'text': ['뽕짝']}",48621,944
322,링단 칸,"보얀 체첸 카안의 손자이다. 1603년, 보얀 세첸 카안의 맏아들 망고스 메르겐 타이지는 요절하여, 그의 두 아들, 릭단 바아토르와 상가르지 오드한 가운데 맏이인 릭단이 13살의 나이로 카안이 되었다. 이때 카안이 지배하는 차하르 투멘은 시라무룬허 상류에 유목하고 있었다. 릭단은 우선 남부 할하의 왕공들과 동맹을 맺고 중국을 약탈하여, 1620년 명나라로부터 40,000냥을 받아냈다\n\n그러나 릭단의 치세는 누르가치의 것과 거의 동시대였다. 1593년에 눈강 유역의 코르친 몽골 부락은 예허, 하다, 우라, 호이파와 연합하여 누르가치를 공격하였다 대패하였다. 1606년에 내몽골 할하의 수령 5명은 누르가치의 세력에 투항하며 그에게 '퀸두렌 카안'이라는 칭호를 바친 바 있었다. 누르하치는 4개의 여진 연맹을 차례로 정복해나갔고, 1619년, 마침내 최후의 예허가 정복 당하며 모든 여진인들이 누르가치의 세력권에 들어가게 되었다. 릭단 카안은 이를 계기로 누르가치와 접촉하게 되었다. 특히 1621년 누르가치의 군대가 선양과 요양 지역을 휩쓸자, 차하르 투멘은 누르가치의 세력과 완전히 접하게 되었다. 1622년 차하르 부락의 오로드 부족이 릭단을 버리고 누르가치에게 투항했다. 1623년에 누르가치는 내몽골 할하 투멘을 공격하여 자루드부의 수령 앙가를 살해한다. 그러자 1624년, 자루드 부족의 수령 엥게데르는 누르가치에게 투항하며, 누르가치의 동생 슈르가치의 딸과 결혼했다. 또, 코르친의 수령 오바는 여진족과 동맹을 맺고 反차하르 동맹을 선언했다. 1625년 릭단은 즉각 군대를 이끌고 코르친을 침공한다. 오바로부터 도움을 요청받은 누르가치는 5천명의 여진 병사를 보냈다. 릭단 카안은 이미 코르친의 성채를 공성중이었으나, 누르가치의 군대가 접근한다는 소식을 듣고는 곧장 퇴각한다. 1626년에 여진족 군대는 다시 할하의 바른 부족을 공격해 그 수령 가운데 하나인 낭눅을 살해하고, 시라무룬허까지 진군했다. 이때 오바는 다시 누르가치를 방문하여, 슈르가치의 딸과 결혼하며, 누르가치에게서 투시예투 칸 칭호를 받았다. 이 해에 누르하치가 죽고 그의 아들 홍 타이지가 그 뒤를 이었다. \n\n홍 타이지는 할하에 대한, 특히 자루드와 바린 부족에 대한 공세를 이어갔다. 이제 점점 더 많은 부족들이 릭단 카안을 버리고 홍 타이지에게로 투항하는 중이었다. 상황이 이렇게 되자, 릭단의 중앙집권화 시도에 반발한 모든 부락들이 반란을 일으켰다. 우익 3투멘과 남 할하는 동맹을 맺고 릭단을 공격했다. 릭단은 이들을 격파했으나, 서천하여 재기를 노리기로 하였다 1627년, 차하르 카안은 전군을 이끌고 대흥안령 산맥을 넘었다 그곳에서 릭단 카앙은 투메드 부를 복속시키고 오르도스 지역을 장악한다. 그는 이를 기반으로 하여 강력한 몽골 통합 정책과 대명경제의 확대를 시도하였다. 그러나 결과적으로 대명 경제는 오히려 감소하였고 통합은 실패하였다. 게다가 명 변경 약탈도 내부 통합체제가 공고하지 않은 상태에서 성공을 거두기 힘들었다. 후금과 몽골의 연맹이 동부 지역을 위협하고 있었던 점도 릭단 칸의 상황을 불안정하게 했다. 게다가 릭단이 이끌고 온 부락민들로 인해 초원의 지력이 쇠퇴하여 기아마저 돌고 있는 와중에 홍타이지, 할하, 호르친 동맹군이 릭단을 목표로 한 원정에 나섰다는 소식이 들리 릭단은 다시 칭하이 지역으로 이동하여 종교적 권위를 이용하여 통합체제를 유지하려 했다\n\n릭단 카안의 이러한 시도에 대해 차하르에 통합되어 있던 각 유목조직은 자신들의 이익에 따라 행동했다. 일부는 릭단 카안을 따라 칭하이로 이동해 갔고, 일부는 따라가지 않았으며, 또 일부는 따라가다가 중간에 되돌아왔다. 그러나 릭단 카안이 오르도스를 떠나 다시 서천한 이후의 구체적인 행적은 알려져 있지 않다. 다만 명의 변경을 약탈하는 모습을 간간히 보였다. 릭단은 지금의 간쑤성에서 천연두로 사망했다. 1635년 6월 릭단의 가족들은 만주 군대에 항복했다",릭단이 1620년 중국 명나라에서 강제로 받은 공물의 양은 얼마인가?,mrc-0-005008,"{'answer_start': [202], 'text': ['40,000냥']}",16678,3253
323,키르쿠스 막시무스,"이 곳은 본디 '루디'라 불리는 로마의 전통 종교 행사가 열리는 곳이었다. 이 행사는 로마의 유력자들이나 로마 당국에서 로마의 번영을 위해 신에게 기원하는 행사였다. 대부분의 행사들은 로마 달력의 특정 시기에 주기적으로 열렸으며, 그외에도 개선식, 대관식과 같은 특별 행사에 치루어졌다. 최초로 열린 행사는, 로마 왕정의 마지막 왕인 타르퀴니우스가 경쟁 국가 포메티아에 맞서 이긴 것을 기념하여 열린 것이다.\n\n루디는 하루만에 끝나는 간단한 약식 행사에서 몇 달동안 지속되는 거대한 축제까지 매우 다양한 양상을 띠었다. 이 행사에는 종교적인 기념식, 축제, 전차 경주들이 열렸다. 몇몇 행사에는 공개 처형식도 함께 열렸다. 로마 공화정 기간 동안, 로마 공공 시설을 책임지는 관리인 조영관이 이 행사를 주관했다. 주관하는 행사의 규모가 커지고 화려해질수록 자연스럽게 조영관의 명예와 인기도 높아졌고, 승진할 수 있는 기회도 증가했다.\n\n로마가 통치하는 영토가 넓어지자, 정치가들이 국민들의 지지를 얻기 위해 조영관들 대신 축제를 주관하기 시작했다. 공화정 말기에는 1년에 약 57번의 행사가 열렸으며, 행사가 열리지 않는 날에는 노예 교환, 가축 교환, 전차 경주와 같은 일들이 이 곳에서 일어났다. 아무런 경기나 행사가 없을 때에는, 경기장 내부에는 거대한 시장이 들어섰고 사람들이 분주히 오가며 물건들을 사고 팔았다고 한다. 주로 광대, 예언자들, 사기꾼들, 매춘부들이 이 곳에서 영업을 했다.\n\n로마가 제정으로 탈바꿈하고 난 후에도 루디의 인기는 여전히 하늘을 찔렀다. 황제들은 이 곳을 끊임없이 확장, 개축했으며 결국 나중에는 로마 제국 전체에서 가장 거대한 전차 경기장에 이르게 된다. 1세기 후반에 콜로세움이 지어지며 검투사 경기와 맹수 사냥의 기능이 이전되었고, 육상 경기가 도미티아누스 스타디움으로 옮겨지며 또 한번 그 기능이 축소되었으나 여전히 키르쿠스 막시무스의 인기와 용도는 로마에서 가장 중요한 축에 속했다. 이 곳에서 1년에 135일이나 축제가 열렸다.\n\n비록 키르쿠스 막시무스가 전차 경기장의 용도로 지어지긴 했으나, 그 규모가 워낙 큰 탓에 이 곳에서 로마의 가장 중요한 종교 축제, 행사들이 자주 열렸다. 3세기에는 이 곳에서 특별히 숲처럼 꾸며놓은 무대 위에 맹수들을 풀어놓고 사냥하는 행사가 열렸을 정도였다. 기독교가 로마 제국 전역으로 퍼져나가며, 루디는 점차 그 영광을 뒤로 하고 잊혀지게 된다. 키르쿠스 막시무스에서 치루어진 마지막 맹수 사냥은 523년에, 마지막 전차 경주는 549년에 열렸다.",정치 이전에 로마의 축제는 누가 담당했나요?,mrc-0-004929,"{'answer_start': [512], 'text': ['조영관']}",27236,3201
324,전격전대 체인지맨,"대성단 고즈마\n\n지구를 방위하는 임무를 수행하고 있는 지구수비대 (치큐슈비타이) 일본 지부에서는 각 부대에서 모인 정예 요원들이 ""귀신 대장"" (오니군조)이라는 별명을 지닌 교관 이부키로부터 엄격한 훈련을 받고 있었다. 그러나 가혹한 훈련이 계속되면서, 대원들이 줄줄이 탈락하기 시작한다. 그 무렵, 수많은 별에서 온 외계인들이 모인 우주 제국으로, 성왕 바주 (Bazoo)가 이끄는 ""대성단 고즈마""가 지구 침략을 시작했다. 수비대의 대원들도 고즈마의 전투원인 히드러 병사들에게 위협을 받게 되지만, 그 순간 지구에서 갑자기 빛이 솟아나 츠루기 히류를 비롯한 5명의 대원들을 에워쌌고, 5명의 대원들은 강화복을 입은 전사로 변신했다. 5명은 자신들의 몸에 일어난 변화에 놀랐지만, 눈 앞에 닥친 위기를 벗어나기 위하여 히드러 병사들과 고즈마의 괴인 우주수사 (우추주시)들을 무찌른다.\n\n자신들의 파워에 놀란 그들에게 다가온 이부키는 지금까지의 훈련이 지구수비대 안에 설치되어 있는 특수부대 전격전대의 멤버를 뽑기 위해 이루어진 것이었으며, 전격전대의 장관은 이부키 자신이었다는 것과, 그리고 그들 5명이 지구에 위기가 닥쳤을 때, 그 위기를 극복하기 위하여 지구에서 일어나는 '어스 포스' (아스 호스)에게 선택받아, 그 힘으로 강화복을 입을 수 있게 되었다는 것까지 설명해주었다. 그리하여 5명은 전격전대의 새로운 일원, ""체인지맨""이 되어 고즈마의 지구 침략을 저지하게 된다.",누가 외계인의 제국을 이끌지?,mrc-1-001199,"{'answer_start': [198], 'text': ['성왕 바주']}",27939,785
325,Billy's Bucket List,"파티 팻(성우: 앤디 샘버그)이 연 경연에서 랩 베어와 프리스타일 랩 배틀을 한 뒤, 핀은 빌리(성우: 루 퍼리그노)의 전 여자친구인 캐니언(성우: 아코 카스투에라)을 만난다. 캐니언은 핀에게 빌리의 옷을 건네주고, 둘은 함께 빌리의 은신처를 찾는다. 동굴에서 요정들을 무찌른 뒤, 캐니언은 빌리가 작성한 버킷 리스트를 찾는다. 캐니언과 핀은 빌리를 기리기 위해 그의 버킷 리스트를 모두 완성하기로 결정한다. 둘은 사막에서 오토바이를 거칠게 탄 뒤 각자 헤어진다. 그 후 핀은 버킷 리스트에서 미처 보지 못한 내용을 확인한다. 바로 “바다 위에 등을 대고 누워보기”였다.\n\n바다를 두려워하는 핀은 빌리를 위해 마지막 항목을 직접 해보기로 결심한다. 하지만 피어 피스터(성우: 마크 해밀)가 나타나 핀을 괴롭히고, 핀은 스스로 머리를 때려 기절한 채 바다로 뛰어든다. 그동안 핀은 바다 속을 헤엄치다가 고래에게 잡아 먹히는 꿈을 꾼다. 핀은 정신을 차리고, 풀 검을 이용해 피어 피스터를 없앤다. 핀은 결국 바다에 대한 두려움을 떨쳐내는데 성공한다. 밤이 된 하늘에는 빌리의 영혼이 나타나 자신 대신 버킷 리스트를 완료해줘서 고맙다고 말한다. 마지막으로 빌리는 핀에게 핀의 인간 아버지가 성채에 있다는 사실을 알려주고 사라진다.",캐니언이 발견한 버킷리스트는 누가 썼나요?,mrc-0-003103,"{'answer_start': [163], 'text': ['빌리']}",42744,2041
326,도료,"바니시나 옻칠과 같이 칠한 뒤 건조하는 동안에 분자가 반응하여 3차원적인 결합을 만들고, 면상(面狀)의 고분자막으로 되는 것은 다시 용제로 녹일 수가 없다. 합성도료로서도 이와 같은 성질의 것이 바람직하다. 이와 같은 성질의 합성도료도 여러 가지가 연구되어 있는데, 대표적인 것으로서 페놀수지·요소수지·멜라민수지 등 열경화성수지를 사용한 것이 있다. 또 글리프탈수지라고 하는 폴리에스테르계의 고분자를 사용한 것도 있다. 글리프탈수지는 프탈산과 글리세린이 반응하여 고분자화한 것으로, 여기에 다시 유지 중의 지방산이 첨가된 것이다. 이것은 같은 폴리에스테르계의 텔레프탈산과 에틸렌글리콜로 이루어지는 테트론과는 달리 분자가 구불구불하게 엉겨 있고, 또한 비교적 긴 가지를 가지고 있다. 이와 같은 구조로 인해 면상으로 퍼져서 굳으며, 휘어지기 쉬운 성질을 가지게 되는 것이다. 천연수지인 옻칠의 구조와 비교해서 매우 흥미 있는 일이다. 이와 같은 글리프탈수지 도료는 자동차의 도료로 널리 사용되고 있다. 페놀·멜라민·요소수지를 도료로서 사용할 때는 건성유나 기타 유용성의 비닐화합물과 반응시켜 도포하고, 도포한 후 가열하여 3차원적으로 고분자화한다. 아크릴수지 도료도 반응하는 고분자를 이용한 것으로, 아크릴산·아크릴산에스테르·메타크릴산 및 에스테르에스티렌 등의 모노머를 가해 중합시킨 고분자를 주체로 하고 있다. 그리고 다시 여기에 메틸화멜라민 등을 가해, 도포 후 가열·건조하면 아크릴산의 카르복시기와 메티롤기가 반응하여 막상고분자화한다. 이 밖에, 반응하는 합성고분자 도료로서는 에폭시수지 도료·우레탄수지 도료 등 많은 것이 사용되고 있다.",글리세린과 프탈산의 화합물은 무엇입니까?,mrc-0-005176,"{'answer_start': [235], 'text': ['글리프탈수지']}",24414,3367
327,트램펄린 경기,"1934년, 조지 닐센은 공중곡예사가 안전그물 위에 떨어졌을 때 그 위에서 묘기를 부리는 모습에 착안하여 최초으로 트램펄린을 고안해내게 되었다. 공중곡예사의 그물을 작게 축소하여 다이빙이나 텀블링을 할 수 있도록 그의 주차장에 설치했던 것이 그가 만든 최초의 현대적 트램펄린의 원형이었다. 이후 그는 트램펄린을 생산하는 회사를 설립하였으며, 스페인어의 trampolin이라는 단어를 변형하여 상표로 사용하였다. 그는 트램펄린을 시연하여 사람들에게 볼거리를 제공하면서, 나아가 사람들이 시연에 직접 참여도 할 수 있게 하는 방식의 마케팅 전략을 구사하였다. 이것이 결국 오늘날의 트램펄린의 시초가 되었다.\n\n트램펄린은 그 사용법이 자연스럽고 쉬우며 리드미컬했고, 또한 강한 탄력으로 사용자가 높게 점프하여 다양한 묘기를 펼칠 수 있게 함으로써 사람들이 재미를 느낄 수 있게 했다.\n\n미국의 경우 트램펄린이 학교 교육용으로 빠르게 보급되었으며 사설 놀이 시설에서도 사용되었던 바 있다. 그러나 감독 소홀과 사용 미숙으로 인한 부상과 소송이 잇따르면서, 현재 미국에서 트램펄린은 대부분 훈련받은 선수들에 의해 공인된 감독자의 감독 하에서만 사용되고 있다. 이로 인해 미국내 트램펄린 선수들의 숫자가 급감하면서 트램펄린의 보급 초기에 보였던 미국 선수들의 강세는 한풀 꺾이게 되었다. 미국 외의 지역 중에서는 유럽과 소비에트 연방에 트램펄린이 많이 보급되었다. 트램펄린은 2000년 하계 올림픽에서 정식 종목으로 채택되면서 많은 나라들이 보급에 나서고 있으며, 특히 일본과 중국이 선수 육성에서 가장 앞서나가고 있다.",트램펄린의 개발은 누구의 행동에서 아이디어를 얻었는가?,mrc-1-000471,"{'answer_start': [14], 'text': ['공중곡예사']}",23043,305
328,시리아 전쟁 (프톨레마이오스),"이 갈등의 원인은 분명하지 않다. 기원전 170년 이집트의 프톨레마이오스 6세의 두 명의 섭정인 에우라이우스와 레나이우스는 셀레우코스의 통치자인 안티오코스 4세 에피파네스에게 전쟁을 선포했다. 같은 해 이집트의 단합을 강화하기 위해 프톨레마이오스의 부인이자 여동생인 클레오파트라 2세와 남동생인 프톨레마이오스 8세가 공동통치자로 선언되었다. 기원전 169년, 안티오코스가 펠루시움과 같은 중요한 전략적 도시를 신속하게 점령하면서 우위를 점하되자, 군대를 움직였다. 이집트인들은 전쟁이 시작되자 자신들의 어리석음을 깨달았으며, 에우라이우스와 레나이우스는 전복되었고, 두 명의 새로운 섭정인 코마누스와 키네아스로 교체되었다. 그들은 특사를 파견하여 안티오코스와 평화 조약을 협상하고자 했다. 안티오코스는 프톨레마이오스 6세 를 그의 후견 하에 두고 이집트를 효과적으로 통제하려 했다. 그러나 이러한 조치는 알렉산드리아 백성들에게는 수용할 수 없는 것이었으며, 그들은 프톨레마이오스 8세 피스콘을 유일한 왕으로 선포했다. 안티오코스는 알렉산드리아를 포위했지만 도시의 보급을 끊을 수 없었으므로 기원전 169년 말에 군대를 철수했다.\n\n그가 없어지자 프톨레마이오스 6세와 그의 형제들은 화해를 했다. 왕에 대한 통제력 상실로 분노한 안티오코스는 다시 침략했다. 이집트인들은 로마로 도움을 청했고, 로마 원로원은 알렉산드리아에 가이우스 포필리우스 라이나스를 파견했다. 그 사이에, 안티오코스는 키프로스와 멤피스를 함락시키고 알렉산드리아로 행진하고 있었다. 수도 외곽인 엘레우시스에서 그는 포필리우스 라이나스를 만났다. 그들은 로마에 머무는 동안 친구였지만, 친절한 환영 대신에, 포필리우스는 국왕에게 즉시 이집트와 키프로스로부터 즉각 물러나야 한다는 원로원의 최후통첩을 전달했다. 안티오코스는 고려할 시간을 갖기를 간절히 원했지만, 포필리우스는 지팡이로 모래 위에 원을 그리며 그가 밖으로 나가기 전에 결정하라고 했다. 안티오코스는 로마 최후통첩에 순종하기로 결정했다. ‘엘레우시스의 날’은 제6차 시리아 전쟁과 안티오코스의 이집트 영토 정복의 희망을 무산시켰다.",누가 이집트를 구하기 위해 로마에서 보냈나요?,mrc-0-000638,"{'answer_start': [684], 'text': ['가이우스 포필리우스 라이나스']}",45608,426
329,콜 오브 듀티 (비디오 게임),"영국군 켐페인으로는 에반스병장으로 플레이 하게 된다. 여기서 프라이스대위 가 이끄는 잔여부대와 4중대는 노르망디 상륙작전 당일, 코탕탱 반도의 후방에 위치한 독일 부대가 소드 해변을 시작으로 해안선을 따라 진격하는 것을 막는 임무를 맡는다. 이 작전은 코탕탱 반도와 프랑스 북부의 사이에 있는 커다란 운하에 위치한 두 개의 다리를 점령하는 작전으로 이어진다. 두 개의 다리 중 에반스 병장과 프라이스 대위는 페가수스 다리(Pegasus bridge)를 맡게 된다.\n\n페가수스 다리를 공격할 때는 글라이더를 타고 페가수스 다리 근처에 상륙한 후, 진격하는 방식이다. 페가수스 다리를 점령한 후로는 방어전에 돌입한다. 고주사포를 이용해 제방의 독일군을 소탕하고 펜저파우스트를 이용해 다리 후방에서 오는 전차들을 파괴한다. 이 미션은 연합군이 도착할 때까지 방어하는 임무이다. 연합군이 올때까지 6분 동안 다리를 방어 해야 한다. 이 미션이 끝난 후, 전쟁의 승리를 이끈 에반스와 프라이스는 형벌작전을 담당하는 제3대대로 옮겨지게 된다.",페가수스의 다리를 공격할 때 교통수단은 무엇인가요?,mrc-0-004795,"{'answer_start': [279], 'text': ['글라이더']}",12619,3127
